Sample_ID,Latitude,Longitude,Al_pct,Ca_pct,Fe_pct,K_pct,Mg_pct,Mn_pct,P_pct,Ti_pct,Ag_ppm,As_ppm,Cu_ppm,Pb_ppm,Zn_ppm,Ni_ppm,Cr_ppm,Co_ppm,Mo_ppm,U_ppm,Th_ppm,V_ppm,Cluster
C447498,41.2496,-116.77815,-0.204419284597098,0.4629651322187933,-0.930938186206642,0.6753073167194963,-0.5497896881978963,-0.20946581180185408,-0.18896087877123147,-0.6802902657179898,0.07001782350899872,-0.17924056419482937,-0.44357291678476074,-0.2337231665363858,-0.3309669346244585,-0.054413211558841997,-0.046082824001783707,-0.10528569792629194,-0.1414452425023157,-0.21347613519917708,-0.0692512000431979,-0.4166216915695753,1.0
C447499,41.2496,-116.77815,-0.13924933337261236,0.9871973541819521,-0.9316252090790698,0.6023063352940353,-0.5497896881978963,-0.20940601362162525,-0.18896087877123147,-0.6802902657179898,0.36249256995427004,-0.17924056419482937,-0.4450029746883512,-0.23365988927626635,-0.3307213305551536,-0.054413211558841997,-0.04532708247316271,-0.10460621395336844,-0.14198601165075547,-0.21347613519917708,-0.0692512000431979,-0.4166216915695753,1.0
C447500,41.2496,-116.77815,0.8057149593824285,0.17666856819463278,-0.9329992548239252,2.8507365631982355,-0.5549196725460106,-0.21281450989466727,-0.18896087877123147,-0.6802902657179898,0.4495249925456586,-0.17924056419482937,-0.4452950287672535,-0.2337358219884097,-0.3314458625596029,-0.05458742115380711,-0.04872791935195721,-0.10528569792629194,-0.14252678079919529,-0.21347613519917708,-0.0692512000431979,-0.42120898274580904,1.0
C447502,40.529973,-112.136459,-0.5530785236480957,1.8035294488994909,-0.3181137840011153,-0.3223727627618046,0.8506960388372826,-0.11486509067988174,-0.18896087877123147,-0.4650425442321601,-0.14504387336814284,-0.1781158657575357,-0.3985361636519677,-0.23387503196067252,-0.33034064424773113,-0.0534115063877926,-0.04362666403376546,-0.09278319282449957,-0.07168602235358114,0.29288801468552195,-0.06607696983581755,-0.29735212098749797,0.0
C447503,32.693216,-110.68041,-0.048011401658332606,-0.5274662244053295,-0.7529992622478624,0.04749887646053134,-0.4984898447167543,-0.21472805166198908,-0.11826405510173986,0.09460153163099681,-0.1452729060591728,-0.1781158657575357,-0.32733539338165313,-0.23383706560460085,-0.33164234581504676,-0.05336795398905133,-0.043437728651610205,-0.09937418736185752,15.971312304410045,-0.120718194325844,0.005343209830240342,-0.15514609452425193,0.0
C447504,32.693216,-110.68041,1.933155115566029,-0.36884245244599734,-0.7935336117210979,1.5951196826803056,0.11197829270883665,-0.20743267367407464,-0.04756723143224824,1.1708401390601448,-0.14550193875020279,-0.17924056419482937,-0.3394203897500233,-0.23397627557686368,-0.3314335823561377,-0.05310663959660366,-0.04220964866760108,-0.09054089571385203,0.07378087857672579,-0.190467817834112,-0.050205818798915794,0.14302783193094137,1.0
C447505,33.405295,-110.884481,1.323816071617089,-0.525531788161923,-0.35109088187764587,0.9916449028964941,-0.4061501264506985,-0.21233612445283678,-0.0334278666983499,1.2138896833573107,-0.1461890368232927,-0.1778198924845637,-0.44556694118554185,-0.2341154855491265,-0.3318265488670254,-0.054151897166394326,-0.04561048554639558,-0.10216007165084386,-0.13765985846323706,-0.10749294103726333,0.05665993151622267,0.23477365545561624,0.0
C447506,32.693216,-110.68041,-0.03497741141343548,-0.5274662244053295,-0.15460234036331771,0.09616619741083864,-0.5292697508054395,-0.21472805166198908,-0.11826405510173986,0.05155198733383086,-0.143898709912993,-0.17858942299429093,0.9939575428934917,-0.2339129983167442,-0.3319247904947473,-0.052714668007932154,-0.04220964866760108,-0.09706394185391762,0.9162992118459383,-0.13666096541344813,-0.005766595895590883,-0.11386047393814824,0.0
C447507,33.405295,-110.884481,0.03996803249472293,-0.52166291567511,-0.8945259739679728,0.04263214436550059,-0.5036198290648685,-0.21472805166198908,-0.04756723143224824,-0.12064618985483284,-0.1461890368232927,-0.15923277094192098,3.521735949944264,-0.23341943568781237,-0.3318388290704906,-0.05515360233744372,-0.045421550164240335,-0.10528569792629194,-0.05816679364258607,-0.16528548622982828,-0.006824672631384338,-0.2698283739300955,0.0
C447508,40.529973,-112.136459,0.8611094179232412,-0.434613284721818,-0.9075794085440996,1.853056483716934,-0.15478089339310222,-0.21078137176688783,-0.0334278666983499,0.3098492531168264,-0.14573097144123276,-0.17924056419482937,-0.4239146560255452,-0.23397627557686368,-0.33170374683237297,-0.05367282078024027,-0.042020713285445835,-0.1038587815831526,-0.02031295325179988,-0.18467044652952874,0.058247046619912854,-0.09092401805697953,0.0
C447509,44.35607,-103.76501,-0.4292556163215732,-0.48490862705038673,0.9240235693482037,-0.36617335161708126,1.2200549119015058,0.2546876631341442,-0.16068214930343483,-0.24979482274633058,-0.14573097144123276,-0.17924056419482937,-0.44455985815484433,-0.23428000642543712,-0.33120025849029805,-0.05393413517268794,-0.044099002489153584,-0.1001895681293657,-0.14252678079919529,-0.19916387479098702,-0.042270243280464914,-0.2927648298112642,0.0
C447510,37.85921,-106.93872,-0.8756697822092995,-0.5352039693789555,-0.9316252090790698,-0.5949097600835258,-0.5703096255903531,-0.21263511535398083,-0.18896087877123147,-0.6802902657179898,-0.11504059084321681,-0.17663599939267563,-0.43971578877718925,-0.14828620992308397,0.10272073095401857,-0.054151897166394326,-0.04872791935195721,-0.07715506144725909,1.4138068284105567,-0.18485161438279696,-0.06819312330740444,-0.4074471092171078,1.0
C447512,40.529973,-112.136459,-0.2272287675256679,2.6740257584324114,-0.25284661112048173,-0.463507993517696,1.0302454910212802,-0.09273976399522323,-0.14654278456953648,-0.5080920885293261,-0.143898709912993,-0.17924056419482937,-0.24576166789515408,-0.23400158648091146,-0.3251338379784687,-0.0522355916217781,-0.04655516245717183,-0.0738935383772263,-0.13874139676011668,0.039253020110001875,-0.06448985473212737,-0.35698690627853663,1.0
C447513,37.85921,-106.93872,-0.6117314797501329,-0.4578265196426959,-0.6808618606429517,-0.3613066195220505,-0.5497896881978963,-0.19672879941311822,-0.18896087877123147,-0.5511416328264921,-0.10587928320201803,0.0347481121639394,-0.428446529663684,1.0034864787714206,0.029039510162568165,-0.05428255436261816,-0.04598835631070608,-0.10263571043189029,-0.12954832123664003,-0.16727833261577876,-0.06025754778895357,-0.34781232392606914,0.0
C447514,40.529973,-112.136459,-0.57914650413789,2.3258272346192435,-0.5159763712602988,-0.463507993517696,0.2812677761966055,-0.12084490870276242,-0.18896087877123147,-0.4650425442321601,-0.14550193875020279,-0.17841183903050772,-0.4029673289870368,-0.23386237650864863,-0.33045116607891833,-0.05389058277394666,-0.04466580863561933,-0.09699599345662527,15.755004645034125,0.039253020110001875,-0.06660600820371428,-0.32946315922113417,0.0
